A002,IRKUT,A-002,G,P
J1,AUSTER,Alpha,L,P
J1,AUSTER,Autocrat,L,P
J1,AUSTER,J-1 Aiglet,L,P
J1,AUSTER,J-1 Alpha,L,P
J1,AUSTER,J-1 Autocrat,L,P
J1,AUSTER,J-1 Kingsland,L,P
J1,AUSTER,J-1 Workmaster,L,P
J1,AUSTER,Kingsland,L,P
J1,AUSTER,Workmaster,L,P
J1,TAYLORCRAFT,Autocrat,L,P
J1,TAYLORCRAFT,J-1 Autocrat,L,P
J10,CHENGDU,F-10,L,J
J10,CHENGDU,J-10,L,J
J2,PIPER,Cub (J-2),L,P
J2,PIPER,J-2 Cub,L,P
J2,TAYLOR,Cub (J-2),L,P
J2,TAYLOR,J-2 Cub,L,P
J3,CUB,Cub,L,P
J3,CUB,J-3 Cub,L,P
J3,CUB,J-3 Prospector,L,P
J3,CUB,Prospector,L,P
J3,HENDERSON,Little Bear,L,P
J3,PIPER,Cub (J-3/L-4/NE),L,P
J3,PIPER,J-3 Cub,L,P
J3,PIPER,L-4 Cub,L,P
J3,PIPER,NE Cub,L,P
J3,WAGAERO,Cuby Acro Trainer,L,P
J3,WAGAERO,Cuby Observer,L,P
J3,WAGAERO,Cuby Sport Trainer,L,P
J328,FAIRCHILD DORNIER,328JET,L,J
J328,FAIRCHILD DORNIER,328JET Envoy 3,L,J
J328,FAIRCHILD DORNIER,Envoy 3,L,J
J4,PIPER,Cub Coupe,L,P
J4,PIPER,J-4 Cub Coupe,L,P
J4B2,BARNETT,J4B2,G,P
J5,PIPER,AE Cub Cruiser,L,P
J5,PIPER,Cub Cruiser,L,P
J5,PIPER,J-5 Cub Cruiser,L,P
J5,PIPER,L-14 Cub Cruiser,L,P
J728,FAIRCHILD DORNIER,728JET,L,J
J8A,SHENYANG,F-8-1,L,J
J8A,SHENYANG,J-8-1,L,J
J8A,SHENYANG,JZ-8,L,J
J8B,SHENYANG,F-8-2,L,J
J8B,SHENYANG,F-8-3,L,J
J8B,SHENYANG,F-8-4,L,J
J8B,SHENYANG,J-8-2,L,J
J8B,SHENYANG,J-8-3,L,J
J8B,SHENYANG,J-8-4,L,J
JAB4,JABIRU,Jabiru J200,L,P
JAB4,JABIRU,Jabiru J250,L,P
JAB4,JABIRU,Jabiru J400,L,P
JAB4,JABIRU,Jabiru J450,L,P
JABI,JABIRU,Jabiru LSA,L,P
JABI,JABIRU,Jabiru SK,L,P
JABI,JABIRU,Jabiru SP,L,P
JABI,JABIRU,Jabiru SP-4,L,P
JABI,JABIRU,Jabiru SP-6,L,P
JABI,JABIRU,Jabiru SP-T,L,P
JABI,JABIRU,Jabiru ST,L,P
JABI,JABIRU,Jabiru ST-3,L,P
JACE,ACE,Junior Ace,L,P
JACE,ACRO SPORT,Junior Ace,L,P
JACE,CORBEN,Junior Ace,L,P
JACE,POBER,Junior Ace,L,P
JAG2,JAG HELICOPTER,JAG,H,T
JAGR,BAC,Jaguar,L,J
JAGR,BREGUET,Jaguar,L,J
JAGR,BRITISH AEROSPACE,Jaguar,L,J
JAGR,BRITISH AEROSPACE,Shamsher,L,J
JAGR,DASSAULT-BREGUET,Jaguar,L,J
JAGR,HINDUSTAN,Jaguar,L,J
JAGR,HINDUSTAN,Shamsher,L,J
JAGR,SEPECAT,Jaguar,L,J
JAGR,SEPECAT,Shamsher,L,J
JAJ5,ALPHA,J-5 Marco,L,P
JAJ5,ALPHA,Marco,L,P
JAJ5,AVIATION FARM,J-5 Marco,L,P
JAJ5,AVIATION FARM,Marco,L,P
JAJ5,JANOWSKI,J-5 Marco,L,P
JAJ5,JANOWSKI,Marco,L,P
JAJ5,MARCO,J-5 Marco,L,P
JAJ5,MARCO,Marco,L,P
JAJ6,J & AS,Fregata,L,P
JAJ6,J & AS,J-6 Fregata,L,P
JANU,SCHEMPP-HIRTH,Janus BM,L,P
JANU,SCHEMPP-HIRTH,Janus CM,L,P
JANU,SCHEMPP-HIRTH,Janus CT,L,P
JARO,JACKAROO,Thruxton Jackaroo,L,P
JAST,SOKO,IJ-21 Jastreb,L,J
JAST,SOKO,J-1 Jastreb,L,J
JAST,SOKO,J-21 Jastreb,L,J
JAST,SOKO,Jastreb,L,J
JAST,SOKO,NJ-21 Jastreb,L,J
JAST,SOKO,RJ-1 Jastreb,L,J
JAST,SOKO,TJ-1 Jastreb,L,J
JAST,SOKO,TJ-21 Jastreb,L,J
JB15,OBERLERCHNER,JOB-15,L,P
JC01,COUPE,JC-01,L,P
JC02,COUPE,JC-02,L,P
JC02,COUPE,JC-200,L,P
JCOM,AERO COMMANDER,1121 Jet Commander,L,J
JCOM,AERO COMMANDER,Jet Commander,L,J
JCOM,IAI,1121 Commodore Jet,L,J
JCOM,IAI,Commodore Jet,L,J
JCRU,AASI,Jetcruzer,L,T
JD2,DYKE,Delta,L,P
JD2,DYKE,JD-2 Delta,L,P
JDOE,AMERICAN HOMEBUILTS,John Doe,L,P
JE2,EICH,Gyroplane,G,P
JE2,EICH,JE-2 Gyroplane,G,P
JH7,XIAN,B-7,L,J
JH7,XIAN,FBC-1 Flying Leopard,L,J
JH7,XIAN,Flying Leopard,L,J
JH7,XIAN,JH-7,L,J
JN76,CAUDRON,CR-760 Cyclone Replica,L,P
JN76,CAUDRON,Cyclone Replica,L,P
JN76,CAUDRON,JN-760 Cyclone Replica,L,P
JPM1,MARIE,JPM-01 Medoc,L,P
JPM1,MARIE,JPM-01 Tanagra,L,P
JPM1,MARIE,Medoc,L,P
JPM1,MARIE,Tanagra,L,P
JPRO,BAC,145 Jet Provost,L,J
JPRO,BAC,167 Strikemaster,L,J
JPRO,BAC,Jet Provost,L,J
JPRO,BAC,Strikemaster,L,J
JPRO,BRITISH AEROSPACE,BAC-167 Strikemaster,L,J
JPRO,BRITISH AEROSPACE,Strikemaster,L,J
JPRO,HUNTING,Jet Provost,L,J
JPRO,HUNTING,P-84 Jet Provost,L,J
JPRO,HUNTING PERCIVAL,Jet Provost,L,J
JPRO,HUNTING PERCIVAL,P-84 Jet Provost,L,J
JRC1,CHALARD,JRC-01 Julcar,L,P
JRC1,CHALARD,Julcar,L,P
JS1,HANDLEY PAGE,HP-137 Jetstream 1,L,T
JS1,HANDLEY PAGE,Jetstream 1,L,T
JS1,JETSTREAM,Jetstream 1,L,T
JS20,HANDLEY PAGE,HP-137 Jetstream 200,L,T
JS20,HANDLEY PAGE,Jetstream 200,L,T
JS20,HANDLEY PAGE,Jetstream T.Mk.1,L,T
JS20,HANDLEY PAGE,Jetstream T.Mk.2,L,T
JS20,JETSTREAM,Jetstream 200,L,T
JS20,JETSTREAM,Jetstream T.Mk.1,L,T
JS20,JETSTREAM,Jetstream T.Mk.2,L,T
JS20,SCOTTISH AVIATION,Jetstream T.Mk.1,L,T
JS20,SCOTTISH AVIATION,Jetstream T.Mk.2,L,T
JS3,CENTURY,Jetstream 3,L,T
JS3,VOLPAR,Century Jetstream 3,L,T
JS31,BRITISH AEROSPACE,BAe-3100 Jetstream 31,L,T
JS31,BRITISH AEROSPACE,Jetstream 31,L,T
JS31,BRITISH AEROSPACE,Jetstream T.Mk.3,L,T
JS32,BRITISH AEROSPACE,BAe-3200 Jetstream Super 31,L,T
JS32,BRITISH AEROSPACE,Jetstream Super 31,L,T
JS32,JETSTREAM,BAe-3200 Jetstream Super 31,L,T
JS32,JETSTREAM,Jetstream Super 31,L,T
JS41,AI(R),BAe-4100 Jetstream 41,L,T
JS41,AI(R),Jetstream 41,L,T
JS41,BRITISH AEROSPACE,BAe-4100 Jetstream 41,L,T
JS41,BRITISH AEROSPACE,Jetstream 41,L,T
JS41,JETSTREAM,BAe-4100 Jetstream 41,L,T
JS41,JETSTREAM,Jetstream 41,L,T
JSQA,GENERAL AVIA,F-1300 Jet Squalus,L,J
JSQA,GENERAL AVIA,Jet Squalus,L,J
JSQA,PROMAVIA,F-1300 Jet Squalus,L,J
JSQA,PROMAVIA,Jet Squalus,L,J
JT2,TAYLOR,JT-2 Titch,L,P
JT2,TAYLOR,Titch,L,P
JU52,CASA,352L,L,P
JU52,JUNKERS,Ju-52/3m,L,P
JUN1,KAMINSKAS,Jungster 1,L,P
JUN1,KAMINSKAS,RK-1 Jungster 1,L,P
JUN2,KAMINSKAS,Jungster 2,L,P
JUN2,KAMINSKAS,RK-2 Jungster 2,L,P
JUNR,ANDREASSON,BA-7,L,P
JUNR,ANDREASSON,MFI-9,L,P
JUNR,BOLKOW,BO-208 Junior,L,P
JUNR,BOLKOW,Junior,L,P
JUNR,MALMO,Junior,L,P
JUNR,MALMO,MFI-9 Junior,L,P
K126,ICA,Ka-126,H,T
K126,KAMOV,Ka-126,H,T
K226,KAMOV,Ka-226 Sergei,H,T
K226,KAMOV,Sergei,H,T
K250,KESTREL,K-250,L,P
K35A,BOEING,KC-135A Stratotanker,L,J
K35A,BOEING,Stratotanker (J57 engines),L,J
K35E,BOEING,KC-135D Stratotanker,L,J
K35E,BOEING,KC-135E Stratotanker,L,J
K35E,BOEING,Stratotanker (TF33 engines),L,J
K35R,BOEING,C-135FR Stratotanker,L,J
K35R,BOEING,KC-135R Stratotanker,L,J
K35R,BOEING,KC-135T Stratotanker,L,J
K35R,BOEING,Stratotanker (CFM56 engines),L,J
K50,KOREA AEROSPACE,A-50 Golden Eagle,L,J
K50,KOREA AEROSPACE,Golden Eagle,L,J
K50,KOREA AEROSPACE,T-50 Golden Eagle,L,J
K51,KOVACS,K-51 Peregrino,L,P
K51,KOVACS,Peregrino,L,P
K8,HONGDU,K-8 Karakorum,L,J
K8,HONGDU,Karakorum,L,J
K8,NANCHANG,JL-8 Karakorum,L,J
K8,NANCHANG,K-8 Karakorum,L,J
K8,NANCHANG,Karakorum,L,J
KA25,KAMOV,Ka-25,H,T
KA26,KAMOV,Ka-26,H,P
KA27,KAMOV,Ka-27,H,T
KA27,KAMOV,Ka-28,H,T
KA27,KAMOV,Ka-29,H,T
KA27,KAMOV,Ka-31,H,T
KA27,KAMOV,Ka-32,H,T
KA50,KAMOV,Black Shark,H,T
KA50,KAMOV,Chernaya Akula,H,T
KA50,KAMOV,Ka-50 Black Shark,H,T
KA50,KAMOV,Ka-50 Chernaya Akula,H,T
KA50,KAMOV,Ka-50 Werewolf,H,T
KA50,KAMOV,Werewolf,H,T
KA52,KAMOV,Alligator,H,T
KA52,KAMOV,Ka-52 Alligator,H,T
KA62,KAMOV,Ka-60 Kasatka,H,T
KA62,KAMOV,Ka-62,H,T
KA62,KAMOV,Kasatka,H,T
KAK1,KIEGER,AK-1,L,P
KATB,KARI,Twinbee,L,P
KE3,BOEING,KE-3,L,J
KEHA,KESTREL,Float Hawk,L,P
KEHA,KESTREL,Sport Hawk,L,P
KELA,KELEHER,Lark,L,P
KELD,KELLY,D,L,P
KFIR,IAI,Kfir,L,J
KFIS,ANDERSON,EA-1 Kingfisher,A,P
KFIS,ANDERSON,Kingfisher,A,P
KFIS,WARNER,Super Kingfisher,A,P
KFIS,WARNER,W-1 Super Kingfisher,A,P
KH4,KAWASAKI,KH-4,H,P
KIS2,PULSAR,Sport 150,L,P
KIS2,TRI-R,KIS TD,L,P
KIS2,TRI-R,KIS TR-1,L,P
KIS4,PULSAR,Super Cruiser,L,P
KIS4,TRI-R,Cruiser,L,P
KIS4,TRI-R,KIS TR-4 Cruiser,L,P
KITI,MITCHELL-PROCTER,Kittiwake,L,P
KIWI,TWI,Kiwi,L,P
KIWI,VALENTIN,Kiwi,L,P
KK60,KARI-KEEN,60 Coupe,L,P
KK60,KARI-KEEN,Coupe,L,P
KL07,BOLKOW,F-207,L,P
KL07,BOLKOW,Kl-107,L,P
KL07,KLEMM,Kl-107,L,P
KL07,NABERN,Kl-107,L,P
KL25,KLEMM,L-25,L,P
KL35,KLEMM,Kl-35,L,P
KLBR,KOLB,King Colbra,L,P
KM2,FUJI,KM-2,L,P
KM2,FUJI,TL-1,L,P
KMAX,KAMAN,K-1200 K-Max,H,T
KMAX,KAMAN,K-Max,H,T
KNTW,PAYNE,Knight Twister,L,P
KNTW,PAYNE,Sunday Knight Twister,L,P
KOLL,KOLB,Laser,L,P
KR1,RAND,KR-1,L,P
KR2,RAND,KR-2,L,P
KR34,FAIRCHILD,Challenger,L,P
KR34,FAIRCHILD,KR-34 Challenger,L,P
KR34,KREIDER-REISNER,C-4 Challenger,L,P
KR34,KREIDER-REISNER,Challenger,L,P
KR34,KREIDER-REISNER,KR-34 Challenger,L,P
KRAG,SOKO,J-20 Kraguj,L,P
KRAG,SOKO,Kraguj,L,P
KRAG,SOKO,P-2 Kraguj,L,P
KRAH,ROCK,Krähe,L,P
KRIC,FLSZ,Der Kricket,L,P
KRIC,FLSZ,DK-1 Der Kricket,L,P
KSTK,PHOENIX-AVIACOR,Kasatik,L,P
KSTK,PHOENIX-AVIACOR,M-12 Kasatik,L,P
KT1,DAEWOO,KT-1 Woong-Bee,L,T
KT1,DAEWOO,KTX-1 Woong-Bee,L,T
KT1,DAEWOO,Woong-Bee,L,T
KT1,KOREA AEROSPACE,KT-1 Woong-Bee,L,T
KT1,KOREA AEROSPACE,KTX-1 Woong-Bee,L,T
KT1,KOREA AEROSPACE,Woong-Bee,L,T
KT1,KOREA AEROSPACE,XKO-1 Woong-Bee,L,T
KTOO,AMAX,J-6 Karatoo,L,P
KTOO,AMAX,Karatoo,L,P
KTOO,ANGLIN,J-6 Karatoo,L,P
KTOO,ANGLIN,Karatoo,L,P
KTOO,COUNTRY AIR,J-6 Karatoo,L,P
KTOO,COUNTRY AIR,Karatoo,L,P
KTOO,GROVER,J-6 Karatoo,L,P
KTOO,GROVER,Karatoo,L,P
KTOO,NORMAN,J-6 Karatoo,L,P
KTOO,NORMAN,Karatoo,L,P
KZ2,SAI,Kupe,L,P
KZ2,SAI,KZ-2 Kupe,L,P
KZ2,SAI,KZ-2 Traener,L,P
KZ2,SAI,Traener,L,P
KZ3,SAI,KZ-3,L,P
KZ4,SAI,KZ-4,L,P
KZ7,SAI,KZ-7 Laerke,L,P
KZ7,SAI,Laerke,L,P
KZ8,SAI,KZ-8,L,P
L10,LOCKHEED,Electra (L-10),L,P
L10,LOCKHEED,L-10 Electra,L,P
L10,LOCKHEED,XR2O Electra,L,P
L101,LOCKHEED,L-1011 TriStar,L,J
L101,LOCKHEED,TriStar,L,J
L11,LUSCOMBE,11A Sedan,L,P
L11,LUSCOMBE,Sedan,L,P
L11,TEMCO,11A Sedan,L,P
L11,TEMCO,Sedan,L,P
L12,LOCKHEED,C-40 Electra Junior,L,P
L12,LOCKHEED,Electra Junior,L,P
L12,LOCKHEED,JO Electra Junior,L,P
L12,LOCKHEED,L-12 Electra Junior,L,P
L13,CONVAIR,L-13,L,P
L13,LONGREN,Centaur,L,P
L13,LONGREN,L-13 Centaur,L,P
L13M,LET,Blanik (single-engine conversions),L,P
L13M,LET,L-13 Blanik (single-engine conversions),L,P
L13S,AEROTECHNIK,L-13S Super Vivat,L,P
L13S,AEROTECHNIK,L-13S Vivat,L,P
L13S,AEROTECHNIK,Super Vivat,L,P
L13S,AEROTECHNIK,Vivat,L,P
L14,LOCKHEED,Hudson,L,P
L14,LOCKHEED,L-14 Hudson,L,P
L14,LOCKHEED,L-14 Super Electra,L,P
L14,LOCKHEED,Super Electra,L,P
L159,AERO,L-159,L,J
L18,HOWARD,250,L,P
L18,HOWARD,350,L,P
L18,LEAR,Learstar,L,P
L18,LOCKHEED,C-56 Lodestar,L,P
L18,LOCKHEED,C-57 Lodestar,L,P
L18,LOCKHEED,C-59 Lodestar,L,P
L18,LOCKHEED,C-60 Lodestar,L,P
L18,LOCKHEED,L-18 Lodestar,L,P
L18,LOCKHEED,Lodestar,L,P
L18,LOCKHEED,R5O Lodestar,L,P
L18,LOCKHEED,XR5O Lodestar,L,P
L18,PACAERO,Learstar,L,P
L181,ASSOCIATED AIR,Liberty 181,L,P
L188,LOCKHEED,Electra (L-188),L,T
L188,LOCKHEED,L-188 Electra,L,T
L200,LET,L-200 Morava,L,P
L200,LET,Morava,L,P
L29,AERO,Delfin,L,J
L29,AERO,L-29 Delfin,L,J
L29A,LOCKHEED,Jetstar 6,L,J
L29A,LOCKHEED,Jetstar 8,L,J
L29A,LOCKHEED,L-1329 Jetstar 6,L,J
L29A,LOCKHEED,L-1329 Jetstar 8,L,J
L29B,LOCKHEED,Jetstar 2,L,J
L29B,LOCKHEED,Jetstar 731,L,J
L29B,LOCKHEED,L-1329 Jetstar 2,L,J
L29B,LOCKHEED,L-1329 Jetstar 731,L,J
L37,HOWARD,500,L,P
L37,LOCKHEED,B-34 Lexington,L,P
L37,LOCKHEED,Harpoon,L,P
L37,LOCKHEED,L-137 Ventura,L,P
L37,LOCKHEED,L-15 Harpoon,L,P
L37,LOCKHEED,L-237 Ventura,L,P
L37,LOCKHEED,PV-1 Ventura,L,P
L37,LOCKHEED,PV-2 Harpoon,L,P
L37,LOCKHEED,Ventura,L,P
L37,OAKLAND,Centaurus,L,P
L380,LEDERLIN,380 Ladybug,L,P
L380,LEDERLIN,Ladybug,L,P
L39,AERO,Albatross,L,J
L39,AERO,L-139 Albatross,L,J
L39,AERO,L-39 Albatross,L,J
L40,ORLICAN,L-40 Meta Sokol,L,P
L40,ORLICAN,Meta Sokol,L,P
L410,LET,L-410 Turbolet,L,T
L410,LET,L-420 Turbolet,L,T
L410,LET,Turbolet,L,T
L5,STINSON,L-5 Sentinel,L,P
L5,STINSON,OY Sentinel,L,P
L5,STINSON,Sentinel,L,P
L5,STINSON,U-19 Sentinel,L,P
L5,STINSON,V-76 Sentinel,L,P
L59,AERO,L-59,L,J
L6,AERO-VOLGA,L-6,A,P
L60,AERO,Brigadyr,L,P
L60,AERO,L-60 Brigadyr,L,P
L60,ORLICAN,Brigadyr,L,P
L60,ORLICAN,K-60 Brigadyr,L,P
L60,ORLICAN,L-60 Brigadyr,L,P
L610,LET,L-610,L,T
L70,VALMET,L-70 Miltrainer,L,P
L70,VALMET,L-70 Vinka,L,P
L70,VALMET,Miltrainer,L,P
L70,VALMET,Vinka,L,P
L8,LUSCOMBE,8,L,P
L8,LUSCOMBE,50,L,P
L8,LUSCOMBE,8 Master,L,P
L8,LUSCOMBE,8 Silvaire,L,P
L8,LUSCOMBE,8 Trainer,L,P
L8,LUSCOMBE,Master,L,P
L8,LUSCOMBE,Observer,L,P
L8,LUSCOMBE,Silvaire,L,P
L8,LUSCOMBE,T8 Observer,L,P
L8,LUSCOMBE,Trainer,L,P
L8,RENAISSANCE,8,L,P
L8,SILVAIRE,8 Silvaire,L,P
L8,SILVAIRE,Silvaire,L,P
L8,TEMCO,8 Silvaire,L,P
L8,TEMCO,Silvaire,L,P
L90,AERMACCHI,M-290TP Redigo,L,T
L90,AERMACCHI,Redigo,L,T
L90,VALMET,L-90TP Redigo,L,T
L90,VALMET,Redigo,L,T
LA25,LAKE,LA-250 Renegade,A,P
LA25,LAKE,LA-250 Seafury,A,P
LA25,LAKE,LA-250 Seawolf,A,P
LA25,LAKE,LA-250 Turbo Renegade,A,P
LA25,LAKE,LA-270 Turbo Renegade,A,P
LA25,LAKE,LA-270 Turbo Seafury,A,P
LA25,LAKE,Renegade,A,P
LA25,LAKE,Seafury,A,P
LA25,LAKE,Seawolf,A,P
LA25,LAKE,Turbo Renegade,A,P
LA25,LAKE,Turbo Seafury,A,P
LA4,LAKE,Buccaneer,A,P
LA4,LAKE,LA-200,A,P
LA4,LAKE,LA-4,A,P
LA4,LAKE,LA-4 Buccaneer,A,P
LA60,AERMACCHI,AL-60,L,P
LA60,AERMACCHI,AL-60 Conestoga,L,P
LA60,AERMACCHI,AL-60 Trojan,L,P
LA60,AERMACCHI,Conestoga,L,P
LA60,AERMACCHI,Trojan,L,P
LA60,ATLAS,AL-60 Kudu,L,P
LA60,ATLAS,Kudu,L,P
LA60,LOCKHEED,LASA-60,L,P
LA60,LOCKHEED-AZCARATE,LASA-60 Santa Maria,L,P
LA60,LOCKHEED-AZCARATE,Santa Maria,L,P
LA60,MACCHI,AL-60,L,P
LACO,LAVEN,LACO-125,L,P
LACO,LAVEN,LACO-145,L,P
LAKR,LASER,Akro Z,L,P
LAKX,AEROPLASTIKA,LAK-X,L,P
LAKX,AVIA BALTIKA,LAK-X,L,P
LAMA,AEROSPATIALE,Lama,H,T
LAMA,AEROSPATIALE,SA-315 Lama,H,T
LAMA,EUROCOPTER,Lama,H,T
LAMA,EUROCOPTER,SA-315 Lama,H,T
LAMA,HELIBRAS,Gaviao,H,T
LAMA,HELIBRAS,HB-315 Gaviao,H,T
LAMA,HINDUSTAN,Cheetah,H,T
LAMA,HINDUSTAN,Lancer,H,T
LAMA,HINDUSTAN,SA-315 Cheetah,H,T
LAMA,HINDUSTAN,SA-315 Lancer,H,T
LAMA,SUD,Lama,H,T
LAMA,SUD,SA-315 Lama,H,T
LANC,AVRO,683 Lancaster,L,P
LANC,AVRO,Lancaster,L,P
LARK,NORTH AMERICAN ROCKWELL,100 Lark Commander,L,P
LARK,NORTH AMERICAN ROCKWELL,Lark Commander,L,P
LAST,UTVA,Lasta,L,P
LBUG,LIGHTNING BUG,Lightning Bug,L,P
LBUG,REFLEX,Lightning Bug,L,P
LCA,ADA,LCA Tejas,L,J
LCA,ADA,Tejas,L,J
LCB,LAIRD,Commercial,L,P
LCB,LAIRD,LC-B200 Commercial,L,P
LEG2,LANCAIR,Legacy 2000,L,P
LEGD,PERFORMANCE,Legend,L,P
LEOP,CHICHESTER-MILES,Leopard,L,J
LGEZ,RUTAN,61 Long-EZ,L,P
LGEZ,RUTAN,Long-EZ,L,P
LIBE,LIBERTY,Bellaire,L,P
LION,GRIFFON,Lionheart,L,P
LJ23,LEAR JET,23,L,J
LJ24,GATES LEARJET,24,L,J
LJ24,LEAR JET,24,L,J
LJ25,GATES LEARJET,25,L,J
LJ25,LEAR JET,25,L,J
LJ28,GATES LEARJET,28,L,J
LJ28,GATES LEARJET,29,L,J
LJ31,GATES LEARJET,31,L,J
LJ31,LEARJET,31,L,J
LJ35,GATES LEARJET,35,L,J
LJ35,GATES LEARJET,36,L,J
LJ35,GATES LEARJET,C-21,L,J
LJ35,GATES LEARJET,RC-35,L,J
LJ35,GATES LEARJET,RC-36,L,J
LJ35,GATES LEARJET,U-36,L,J
LJ35,LEARJET,35,L,J
LJ35,LEARJET,C-35,L,J
LJ35,LEARJET,R-35,L,J
LJ35,LEARJET,VU-35,L,J
LJ35,SHIN MEIWA,U-36,L,J
LJ40,LEARJET,40,L,J
LJ45,LEARJET,45,L,J
LJ55,GATES LEARJET,55,L,J
LJ55,LEARJET,55,L,J
LJ60,LEARJET,60,L,J
LM5,LOMBARDI,Aviastar,L,P
LM5,LOMBARDI,LM-5 Aviastar,L,P
LM5X,LIGHT MINIATURE,LM-5 Super Cub,L,P
LM5X,LIGHT MINIATURE,Super Cub,L,P
LM7,LOMBARDI,LM-7,L,P
LMK1,CATA,LMK-1 Oryx,L,P
LMK1,CATA,Oryx,L,P
LNC2,LANCAIR,Lancair 200,L,P
LNC2,LANCAIR,Lancair 235,L,P
LNC2,LANCAIR,Lancair 320,L,P
LNC2,LANCAIR,Lancair 360,L,P
LNC2,NEICO,Lancair 200,L,P
LNC2,NEICO,Lancair 235,L,P
LNC2,NEICO,Lancair 320,L,P
LNC2,NEICO,Lancair 360,L,P
LNC2,PAI,Lancair 320,L,P
LNC4,LANCAIR,Lancair 4,L,P
LNC4,NEICO,Lancair 4,L,P
LNC4,PADC,Lancair 4,L,P
LNC4,PAI,Lancair 4,L,P
LNCE,LANCAIR,Lancair ES,L,P
LNCE,LANCAIR,Lancair Super ES,L,P
LNCE,PADC,Lancair ES,L,P
LNCE,PAI,Lancair ES,L,P
LNP4,LANCAIR,Lancair PropJet 4,L,T
LNT4,LANCAIR,Sentry 4T,L,T
LOVE,LOVING-WAYNE,Love,L,P
LOVE,LOVING-WAYNE,WR-1 Love,L,P
LP1,LOPRESTI,Fury,L,P
LP1,LOPRESTI,LP-1 Fury,L,P
LR2T,LOAD RANGER,2000,H,T
LS2,HAT,LS-2,L,P
LS9,ROLLADEN-SCHNEIDER,LS-9,L,P
LTNG,BAC,Lightning,L,J
LTNG,ENGLISH ELECTRIC,Lightning,L,J
LUL5,LUCAS,L-5,L,P
LUL6,LUCAS,L-6,L,P
LUL7,LUCAS,L-7,L,P
LUL8,LUCAS,L-8,L,P
LWIN,HOWARD HUGHES,Australian LightWing,L,P
LYNX,WESTLAND,Battlefield Lynx,H,T
LYNX,WESTLAND,Lynx,H,T
LYNX,WESTLAND,SH-14 Lynx,H,T
LYNX,WESTLAND,Super Lynx,H,T
LYSA,NATIONAL STEEL,Lysander,L,P
LYSA,WESTLAND,Lysander,L,P
M10,AEROSTAR,90,L,P
M10,MOONEY,Cadet,L,P
M10,MOONEY,M-10 Cadet,L,P
M101,MYASISHCHEV,Gzhel,L,T
M101,MYASISHCHEV,M-101 Gzhel,L,T
M110,AVIAT,110 Specal,L,P
M110,AVIAT,Special,L,P
M110,MONOCOUPE,110 Special,L,P
M110,MONOCOUPE,Special,L,P
M15,PZL-MIELEC,Belphegor,L,J
M15,PZL-MIELEC,M-15 Belphegor,L,J
M17,MYASISHCHEV,M-17 Stratosfera,L,J
M17,MYASISHCHEV,Stratosfera,L,J
M18,AII,AVA-303,L,P
M18,PZL-MIELEC,Dromader,L,P
M18,PZL-MIELEC,M-18 Dromader,L,P
M18T,MELEX,T-45 Turbine Dromader,L,T
M18T,MELEX,Turbine Dromader,L,T
M18T,PZL-MIELEC,M-18 Turbine Dromader,L,T
M18T,PZL-MIELEC,Turbine Dromader,L,T
M200,AERO COMMANDER,200 Commander 200,L,P
M200,AERO COMMANDER,Commander 200,L,P
M200,MEYERS,200,L,P
M200,NORTH AMERICAN ROCKWELL,200 Commander 200,L,P
M200,NORTH AMERICAN ROCKWELL,Commander 200,L,P
M203,MYASISHCHEV,Barsuk,L,P
M203,MYASISHCHEV,M-203 Barsuk,L,P
M20P,AEROSTAR,200,L,P
M20P,AEROSTAR,201,L,P
M20P,AEROSTAR,202,L,P
M20P,AEROSTAR,220,L,P
M20P,MOONEY,201,L,P
M20P,MOONEY,205,L,P
M20P,MOONEY,Allegro,L,P
M20P,MOONEY,ATS,L,P
M20P,MOONEY,Chaparral,L,P
M20P,MOONEY,Eagle,L,P
M20P,MOONEY,Executive,L,P
M20P,MOONEY,M-20,L,P
M20P,MOONEY,M-20A,L,P
M20P,MOONEY,M-20B Mark 21,L,P
M20P,MOONEY,M-20C Mark 21,L,P
M20P,MOONEY,M-20C Ranger,L,P
M20P,MOONEY,M-20D Master,L,P
M20P,MOONEY,M-20E Chaparral,L,P
M20P,MOONEY,M-20E Super 21,L,P
M20P,MOONEY,M-20F Executive,L,P
M20P,MOONEY,M-20G Statesman,L,P
M20P,MOONEY,M-20J 201,L,P
M20P,MOONEY,M-20J 205,L,P
M20P,MOONEY,M-20J Allegro,L,P
M20P,MOONEY,M-20J ATS,L,P
M20P,MOONEY,M-20J MSE,L,P
M20P,MOONEY,M-20L PFM,L,P
M20P,MOONEY,M-20R Ovation,L,P
M20P,MOONEY,M-20R Ovation 2,L,P
M20P,MOONEY,M-20S Eagle,L,P
M20P,MOONEY,Mark 21,L,P
M20P,MOONEY,Master,L,P
M20P,MOONEY,MSE,L,P
M20P,MOONEY,Ovation,L,P
M20P,MOONEY,Ovation 2,L,P
M20P,MOONEY,PFM,L,P
M20P,MOONEY,Ranger,L,P
M20P,MOONEY,Statesman,L,P
M20P,MOONEY,Super 21,L,P
M20T,MOONEY,231,L,P
M20T,MOONEY,252TSE,L,P
M20T,MOONEY,Bravo,L,P
M20T,MOONEY,Encore,L,P
M20T,MOONEY,M-20K 231,L,P
M20T,MOONEY,M-20K 252TSE,L,P
M20T,MOONEY,M-20K Encore,L,P
